game_id,game_date,home_team,away_team,period,clock,full_clock,team,player,event,x_coordinate,y_coordinate,x_coordinate_adv,y_coordinate_adv,player_2,x_coordinate_2,y_coordinate_2,x_coordinate_adv_2,y_coordinate_adv_2,detail_1,detail_2,detail_3,detail_4,rev_period,home_team_skaters,away_team_skaters,is_5v4,is_fo,is_5on5,is_in_att_zone,whos_attacking,adv_team,skater_adv_segment,play_segment,event_no,starts_with_oz_fo,wont_leave_zone
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,1,203,2603,Minnesota Whitecaps,Jonna Curtis,Shot,183,45,17,40,NA,NA,NA,NA,NA,Snapshot,On Net,FALSE,FALSE,3,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,107,1,23,TRUE,FALSE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,1,203,2603,Minnesota Whitecaps,Audra Richards,Puck Recovery,183,40,17,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,107,1,24,TRUE,FALSE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,1,203,2603,Minnesota Whitecaps,Audra Richards,Shot,183,40,17,45,NA,NA,NA,NA,NA,Snapshot,On Net,FALSE,FALSE,3,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,107,1,25,TRUE,FALSE
18651Boston PrideBuffalo Beauts,2021-01-24,Boston Pride,Buffalo Beauts,3,203,203,Buffalo Beauts,Cassidy MacPherson,Play,194,31,194,31,Erin Gehen,176,50,176,50,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,121,1,5,TRUE,TRUE
18651Boston PrideBuffalo Beauts,2021-01-24,Boston Pride,Buffalo Beauts,3,203,203,Buffalo Beauts,Erin Gehen,Shot,176,50,176,50,NA,NA,NA,NA,NA,Snapshot,Missed,FALSE,TRUE,1,4,5,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,121,1,6,TRUE,TRUE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,3,203,203,Metropolitan Riveters,Saroya Tinker,Puck Recovery,121,50,121,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Metropolitan Riveters,129,2,9,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,3,203,203,Metropolitan Riveters,Saroya Tinker,Dump In/Out,121,50,121,50,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Metropolitan Riveters,129,2,10,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,203,203,Boston Pride,Tereza Vanisova,Play,195,62,195,62,Taylor Wenczkowski,190,72,190,72,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,153,1,15,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,203,1403,Minnesota Whitecaps,Emma Stauber,Play,165,75,165,75,Allie Thunstrom,176,82,176,82,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,182,1,40,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,203,1403,Olympic (Women) - Canada,Laura Fortino,Play,131,19,131,19,Marie-Philip Poulin,130,47,130,47,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,3,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,203,203,Olympic (Women) - United States,Cayla Barnes,Shot,146,73,146,73,NA,NA,NA,NA,NA,Slapshot,On Net,TRUE,FALSE,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,1,19,TRUE,FALSE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,203,203,Olympic (Women) - United States,Kelly Pannek,Faceoff Win,169,65,169,65,Blayre Turnbull,NA,NA,NA,NA,Backhand,NA,NA,NA,1,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,1,TRUE,TRUE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,1,202,2602,Boston Pride,Samantha Davis,Puck Recovery,11,30,11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,107,1,26,TRUE,FALSE
18651Boston PrideBuffalo Beauts,2021-01-24,Boston Pride,Buffalo Beauts,3,202,202,Buffalo Beauts,Cassidy MacPherson,Puck Recovery,193,33,193,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,121,1,7,TRUE,TRUE
18651Boston PrideBuffalo Beauts,2021-01-24,Boston Pride,Buffalo Beauts,3,202,202,Buffalo Beauts,Cassidy MacPherson,Shot,187,32,187,32,NA,NA,NA,NA,NA,Snapshot,On Net,FALSE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,121,1,8,TRUE,TRUE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,3,202,202,Toronto Six,Amy Curlew,Puck Recovery,165,67,165,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,195,1,7,TRUE,TRUE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,3,202,202,Toronto Six,Amy Curlew,Play,158,81,158,81,Megan Quinn,130,82,130,82,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,195,1,8,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,2,202,1402,Olympic (Women) - Canada,Blayre Turnbull,Play,147,48,53,37,Jocelyne Larocque,145,46,55,39,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,14,1,35,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,202,1402,Olympic (Women) - Canada,Marie-Philip Poulin,Play,130,47,130,47,Laura Fortino,130,26,130,26,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,4,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,202,202,Olympic (Women) - United States,Jocelyne Lamoureux,Puck Recovery,163,59,163,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,2,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,202,202,Olympic (Women) - United States,Jocelyne Lamoureux,Play,163,59,163,59,Lee Stecklein,132,56,132,56,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,3,TRUE,TRUE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,2,202,1402,Olympic (Women) - Canada,Erin Ambrose,Puck Recovery,57,2,57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Canada,54,1,44,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,201,1401,Minnesota Whitecaps,Allie Thunstrom,Incomplete Play,183,76,183,76,Jonna Curtis,195,58,195,58,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,182,1,41,TRUE,FALSE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,3,201,201,Toronto Six,Megan Quinn,Play,130,82,130,82,Sarah Steele,132,23,132,23,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,195,1,9,TRUE,TRUE
17576Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,3,201,201,Olympic (Women) - Canada,Marie-Philip Poulin,Play,46,34,46,34,Rebecca Johnston,63,10,63,10,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Canada,24,1,14,TRUE,FALSE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,2,201,1401,Olympic (Women) - Canada,Erin Ambrose,Incomplete Play,57,2,57,2,Laura Fortino,102,2,102,2,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Canada,54,1,45,TRUE,FALSE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,1,200,2600,Boston Pride,Samantha Davis,Play,20,10,20,10,Taylor Wenczkowski,64,8,64,8,Direct,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,107,1,27,TRUE,FALSE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,2,200,1400,Minnesota Whitecaps,Meghan Lorence,Puck Recovery,90,1,110,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Boston Pride,110,1,5,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,200,200,Boston Pride,Taylor Turnquist,Shot,148,47,148,47,NA,NA,NA,NA,NA,Wristshot,Blocked,TRUE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,167,1,42,TRUE,FALSE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,2,200,1400,Toronto Six,Mikyla Grant-Mentis,Play,159,72,159,72,Shiann Darkangelo,182,62,182,62,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,194,1,13,TRUE,TRUE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,200,1400,Olympic (Women) - Canada,Laura Fortino,Play,130,49,130,49,Rebecca Johnston,149,17,149,17,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,5,TRUE,TRUE
17823St. Lawrence SaintsClarkson Golden Knights,2018-10-19,St. Lawrence Saints,Clarkson Golden Knights,3,200,200,St. Lawrence Saints,Justine Reyes,Play,178,7,178,7,Amanda Butterfield,160,69,160,69,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,St. Lawrence Saints,St. Lawrence Saints,43,1,23,TRUE,TRUE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,2,199,1399,Minnesota Whitecaps,Meghan Lorence,Zone Entry,126,5,74,80,Lauren Kelly,NA,NA,NA,NA,Carried,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,110,1,6,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,3,199,199,Connecticut Whale,Elena Orlando,Puck Recovery,4,30,196,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Metropolitan Riveters,Metropolitan Riveters,129,2,11,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,199,1399,Minnesota Whitecaps,Jonna Curtis,Puck Recovery,196,33,196,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,182,1,42,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,199,1399,Minnesota Whitecaps,Jonna Curtis,Play,197,29,197,29,Meaghan Pezon,171,9,171,9,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,182,1,43,TRUE,FALSE
17576Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,3,199,199,Olympic (Women) - Canada,Rebecca Johnston,Dump In/Out,123,7,123,7,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,24,1,15,TRUE,FALSE
17576Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,3,199,199,Olympic (Women) - Canada,Rebecca Johnston,Zone Entry,123,7,123,7,Sidney Morin,NA,NA,NA,NA,Dumped,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,24,1,16,TRUE,FALSE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,199,199,Olympic (Women) - United States,Lee Stecklein,Play,132,42,132,42,Cayla Barnes,134,76,134,76,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,4,TRUE,TRUE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,2,198,1398,Minnesota Whitecaps,Meghan Lorence,Play,164,16,36,69,Stephanie Anderson,171,51,29,34,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,110,1,7,TRUE,FALSE
18651Boston PrideBuffalo Beauts,2021-01-24,Boston Pride,Buffalo Beauts,3,198,198,Boston Pride,Carlee Turner,Puck Recovery,5,51,195,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,121,1,9,TRUE,TRUE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,3,198,198,Connecticut Whale,Elena Orlando,Play,4,38,196,47,Taylor Marchin,8,67,192,18,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Metropolitan Riveters,Metropolitan Riveters,129,2,12,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,198,198,Boston Pride,Taylor Wenczkowski,Play,197,58,197,58,Tereza Vanisova,194,20,194,20,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,153,1,16,TRUE,TRUE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,198,1398,Olympic (Women) - Canada,Rebecca Johnston,Shot,158,17,158,17,NA,NA,NA,NA,NA,Slapshot,Blocked,TRUE,FALSE,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,6,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,198,198,Olympic (Women) - United States,Cayla Barnes,Play,133,69,133,69,Lee Stecklein,129,29,129,29,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,5,TRUE,TRUE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,2,198,1398,Olympic (Women) - United States,Emily Pfalzer,Puck Recovery,56,82,144,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,54,1,46,TRUE,FALSE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,2,198,1398,Olympic (Women) - United States,Emily Pfalzer,Dump In/Out,56,82,144,3,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,54,1,47,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,2,198,1398,Olympic (Women) - United States,Alex Carpenter,Faceoff Win,169,20,169,20,Blayre Turnbull,NA,NA,NA,NA,Backhand,NA,NA,NA,2,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,68,1,1,TRUE,TRUE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,2,197,1397,Minnesota Whitecaps,Stephanie Anderson,Shot,171,51,29,34,NA,NA,NA,NA,NA,Snapshot,On Net,FALSE,TRUE,2,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,110,1,8,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,3,197,197,Connecticut Whale,Taylor Marchin,Dump In/Out,18,77,182,8,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Metropolitan Riveters,Metropolitan Riveters,129,2,13,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,197,197,Boston Pride,Taylor Turnquist,Puck Recovery,184,71,184,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,167,1,43,TRUE,FALSE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,1,196,2596,Boston Pride,Taylor Wenczkowski,Zone Entry,126,24,126,24,Sydney Baldwin,NA,NA,NA,NA,Carried,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,107,1,28,TRUE,FALSE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,3,196,196,Toronto Six,Sarah Steele,Play,136,4,136,4,Sarah-Eve Coutu Godbout,193,16,193,16,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,195,1,10,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,2,196,1396,Olympic (Women) - Finland,Susanna Tapani,Puck Recovery,46,1,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,14,1,36,TRUE,FALSE
17576Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,3,196,196,Olympic (Women) - United States,Lee Stecklein,Puck Recovery,5,66,195,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,24,1,17,TRUE,FALSE
17576Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-14,Olympic (Women) - United States,Olympic (Women) - Canada,3,196,196,Olympic (Women) - United States,Lee Stecklein,Play,5,66,195,19,Hilary Knight,20,7,180,78,Indirect,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,24,1,18,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,196,1396,Olympic (Women) - Canada,Melodie Daoust,Puck Recovery,174,41,174,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,7,TRUE,TRUE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,196,1396,Olympic (Women) - Canada,Melodie Daoust,Shot,174,41,174,41,NA,NA,NA,NA,NA,Snapshot,Blocked,TRUE,FALSE,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,8,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,196,196,Olympic (Women) - United States,Lee Stecklein,Play,131,34,131,34,Cayla Barnes,147,71,147,71,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,6,TRUE,TRUE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,2,195,1395,Boston Pride,McKenna Brand,Puck Recovery,17,79,17,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,110,1,9,TRUE,FALSE
18651Toronto SixMinnesota Whitecaps,2021-01-24,Toronto Six,Minnesota Whitecaps,1,195,2595,Toronto Six,Shiann Darkangelo,Faceoff Win,31,64,169,21,Stephanie Anderson,NA,NA,NA,NA,Forehand,NA,NA,NA,3,4,5,TRUE,TRUE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,133,1,1,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,195,1395,Toronto Six,Shiann Darkangelo,Puck Recovery,32,60,168,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,182,1,44,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,195,1395,Toronto Six,Shiann Darkangelo,Dump In/Out,36,59,164,26,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,182,1,45,TRUE,FALSE
17824Clarkson Golden KnightsSt. Lawrence Saints,2018-10-20,Clarkson Golden Knights,St. Lawrence Saints,3,195,195,Clarkson Golden Knights,Michala Pejzlova,Faceoff Win,169,20,169,20,Steph Keryluk,NA,NA,NA,NA,Backhand,NA,NA,NA,1,5,4,TRUE,TRUE,FALSE,TRUE,Clarkson Golden Knights,Clarkson Golden Knights,51,1,1,TRUE,TRUE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,2,195,1395,Olympic (Women) - United States,Alex Carpenter,Puck Recovery,163,2,163,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,68,1,2,TRUE,TRUE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,2,194,1394,Toronto Six,Shiann Darkangelo,Play,154,74,154,74,Taytum Clairmont,191,69,191,69,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,194,1,14,TRUE,TRUE
18658Toronto SixConnecticut Whale,2021-01-31,Toronto Six,Connecticut Whale,3,194,194,Toronto Six,Sarah-Eve Coutu Godbout,Play,195,15,195,15,Breanne Wilson-Bennett,195,23,195,23,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,195,1,11,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,2,194,1394,Olympic (Women) - Finland,Susanna Tapani,Play,19,6,19,6,Jenni Hiirikoski,3,39,3,39,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,14,1,37,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,2,194,1394,Olympic (Women) - Canada,Haley Irwin,Puck Recovery,199,34,199,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,29,1,9,TRUE,TRUE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,2,194,1394,Olympic (Women) - Canada,Emerance Maschmeyer,Puck Recovery,18,48,18,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Canada,54,1,48,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,2,194,1394,Olympic (Women) - United States,Alex Carpenter,Play,163,2,163,2,Kacey Bellamy,128,10,128,10,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,68,1,3,TRUE,TRUE
18650Minnesota WhitecapsBoston Pride,2021-01-23,Minnesota Whitecaps,Boston Pride,2,193,1393,Boston Pride,McKenna Brand,Play,46,80,46,80,Jillian Dempsey,114,67,114,67,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Minnesota Whitecaps,Boston Pride,110,1,10,TRUE,FALSE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,3,193,193,Olympic (Women) - United States,Cayla Barnes,Play,167,74,167,74,Kelly Pannek,139,67,139,67,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,40,2,7,TRUE,TRUE
